datetime,open,high,low,close,volume
2025-06-01 00:30:00,104380.95,104455.96,104320.02,104455.34,70.32377
2025-06-01 00:45:00,104455.34,104480.0,104390.24,104446.49,36.63954
2025-06-01 01:00:00,104446.49,104470.65,104349.05,104470.65,62.15181
2025-06-01 01:15:00,104470.65,104505.58,104311.12,104382.54,86.0905
2025-06-01 01:30:00,104382.54,104396.23,104158.53,104213.05,174.41376
2025-06-01 01:45:00,104213.05,104292.69,103991.37,104126.07,143.4766
2025-06-01 02:00:00,104126.08,104126.32,103924.52,103946.23,116.6547
2025-06-01 02:15:00,103946.23,104200.07,103946.22,104164.58,63.49539
2025-06-01 02:30:00,104164.58,104257.82,104164.58,104244.16,54.73908
2025-06-01 02:45:00,104244.15,104324.21,104172.95,104195.12,78.45821
2025-06-01 03:00:00,104195.13,104235.77,104051.46,104069.17,60.86617
2025-06-01 03:15:00,104069.17,104140.45,103971.7,104137.32,77.67549
2025-06-01 03:30:00,104137.32,104301.89,104137.32,104297.29,55.31064
2025-06-01 03:45:00,104297.28,104464.1,104297.28,104381.03,65.40236
2025-06-01 04:00:00,104381.03,104469.23,104360.9,104411.46,67.97045
2025-06-01 04:15:00,104411.46,104522.72,104411.45,104512.53,65.46029
2025-06-01 04:30:00,104512.54,104714.29,104512.53,104688.01,76.23973
2025-06-01 04:45:00,104688.0,104729.99,104632.07,104633.16,62.94819
2025-06-01 05:00:00,104633.16,104711.48,104594.39,104695.8,92.58355
2025-06-01 05:15:00,104695.79,104714.29,104571.43,104572.97,53.56504
2025-06-01 05:30:00,104572.97,104630.63,104515.36,104520.28,28.54276
2025-06-01 05:45:00,104520.28,104546.96,104450.0,104536.57,39.36948
2025-06-01 06:00:00,104536.57,104536.58,104356.5,104365.33,81.78373
2025-06-01 06:15:00,104365.33,104373.86,104195.12,104323.5,83.41368
2025-06-01 06:30:00,104323.5,104383.99,104323.5,104350.21,39.66182
2025-06-01 06:45:00,104350.21,104358.24,104224.29,104258.93,52.40184
2025-06-01 07:00:00,104258.93,104321.42,104202.48,104301.96,41.362
2025-06-01 07:15:00,104301.96,104370.38,104254.73,104341.46,47.2773
2025-06-01 07:30:00,104341.47,104349.06,104222.9,104243.07,53.96851
2025-06-01 07:45:00,104243.07,104296.93,104229.61,104275.95,48.71399
2025-06-01 08:00:00,104275.95,104310.82,104220.7,104262.05,79.21267
2025-06-01 08:15:00,104262.47,104333.34,104240.0,104291.42,70.27044
2025-06-01 08:30:00,104291.42,104341.47,104261.82,104341.46,41.0627
2025-06-01 08:45:00,104341.47,104386.6,104268.01,104386.6,56.80255
2025-06-01 09:00:00,104386.6,104459.07,104146.34,104223.32,85.87076
2025-06-01 09:15:00,104223.32,104223.33,104000.0,104032.55,203.39801
2025-06-01 09:30:00,104032.55,104032.55,103847.36,103887.84,180.21709
2025-06-01 09:45:00,103887.83,104027.0,103752.49,103934.34,210.1332
2025-06-01 10:00:00,103934.35,104040.52,103857.14,103971.53,84.50156
2025-06-01 10:15:00,103971.54,104007.29,103896.14,103928.83,77.5014
2025-06-01 10:30:00,103928.83,103952.02,103773.69,103819.39,73.87991
2025-06-01 10:45:00,103819.39,103930.99,103805.48,103930.99,66.24766
2025-06-01 11:00:00,103930.98,103954.75,103845.46,103863.2,55.0501
2025-06-01 11:15:00,103863.21,104060.47,103863.2,104058.48,47.15432
2025-06-01 11:30:00,104058.48,104152.24,104000.0,104120.99,138.32804
2025-06-01 11:45:00,104120.99,104136.45,104053.32,104082.68,45.94207
2025-06-01 12:00:00,104082.67,104190.48,104040.61,104175.17,90.65126
2025-06-01 12:15:00,104175.18,104188.51,104003.81,104048.79,79.91688
2025-06-01 12:30:00,104048.79,104054.33,103783.01,103942.1,120.81981
2025-06-01 12:45:00,103942.1,103966.8,103857.17,103956.26,62.6928
2025-06-01 13:00:00,103956.25,104238.03,103951.61,104225.09,80.58552
2025-06-01 13:15:00,104225.08,104356.7,104180.35,104189.58,90.2358
2025-06-01 13:30:00,104189.58,104333.34,104173.05,104328.44,65.9688
2025-06-01 13:45:00,104328.45,104424.64,104248.8,104259.2,86.35604
2025-06-01 14:00:00,104259.19,104670.16,104259.19,104490.57,168.84817
2025-06-01 14:15:00,104490.57,104714.29,104490.56,104670.17,245.66772
2025-06-01 14:30:00,104670.18,104741.54,104589.17,104682.93,195.19616
2025-06-01 14:45:00,104682.92,104773.59,104564.71,104599.7,172.98214
2025-06-01 15:00:00,104599.7,104652.16,104502.99,104537.73,100.36336
2025-06-01 15:15:00,104537.74,104800.0,104537.73,104773.58,109.49159
2025-06-01 15:30:00,104773.58,104809.53,104679.24,104748.22,111.79297
2025-06-01 15:45:00,104748.23,104795.0,104650.44,104715.1,87.41326
2025-06-01 16:00:00,104715.1,105299.21,104659.47,105097.58,501.81055
2025-06-01 16:15:00,105097.58,105288.99,104965.83,105155.41,299.36242
2025-06-01 16:30:00,105155.41,105233.79,105054.18,105219.44,205.03155
2025-06-01 16:45:00,105219.44,105240.0,105002.0,105038.8,168.64588
2025-06-01 17:00:00,105038.8,105190.47,104986.2,105121.96,126.274
2025-06-01 17:15:00,105121.96,105137.21,105078.05,105092.04,49.72812
2025-06-01 17:30:00,105092.04,105192.99,105030.37,105052.16,77.14842
2025-06-01 17:45:00,105052.16,105142.86,105005.0,105066.33,65.85465
2025-06-01 18:00:00,105066.34,105066.34,104881.68,105004.0,77.30492
2025-06-01 18:15:00,105004.01,105024.4,104692.55,104721.92,116.33382
2025-06-01 18:30:00,104721.91,104721.91,104319.79,104397.69,176.08497
2025-06-01 18:45:00,104397.7,104945.2,104376.31,104900.01,205.81369
2025-06-01 19:00:00,104900.01,105052.67,104805.44,104859.7,132.41329
2025-06-01 19:15:00,104859.7,105040.0,104840.67,105019.03,72.71509
2025-06-01 19:30:00,105019.04,105132.0,104992.65,105044.58,104.12699
2025-06-01 19:45:00,105044.58,105156.73,105044.57,105121.94,52.34148
2025-06-01 20:00:00,105121.95,105156.0,104926.82,104964.5,75.85756
2025-06-01 20:15:00,104964.5,105170.74,104964.49,105160.06,45.75593
2025-06-01 20:30:00,105160.05,105300.0,105121.33,105262.63,102.59482
2025-06-01 20:45:00,105262.64,105262.64,104893.72,104948.91,100.4851
2025-06-01 21:00:00,104948.91,105095.03,104926.82,105061.4,110.08965
2025-06-01 21:15:00,105061.4,105165.88,105061.4,105157.57,52.46645
2025-06-01 21:30:00,105157.56,105481.78,105157.56,105380.95,163.37005
2025-06-01 21:45:00,105380.96,105504.67,105355.26,105496.54,88.66001
2025-06-01 22:00:00,105496.54,105737.84,105494.72,105737.82,162.83024
2025-06-01 22:15:00,105737.82,105737.83,105458.83,105476.19,165.09892
2025-06-01 22:30:00,105476.19,105551.68,105439.73,105490.68,70.13267
2025-06-01 22:45:00,105490.67,105560.96,105414.63,105512.18,76.0188
2025-06-01 23:00:00,105512.17,105813.8,105466.39,105792.67,153.64173
2025-06-01 23:15:00,105792.67,105866.91,105697.04,105697.06,123.87355
2025-06-01 23:30:00,105697.06,105795.41,105626.93,105644.64,67.45426
2025-06-01 23:45:00,105644.63,105735.97,105588.23,105642.93,68.0457
2025-06-02 00:00:00,105642.93,105735.42,105506.19,105584.49,153.40478
2025-06-02 00:15:00,105584.48,105656.88,105404.31,105476.19,145.31557
2025-06-02 00:30:00,105476.2,105577.35,105442.62,105552.86,79.36081
2025-06-02 00:45:00,105552.86,105560.98,105420.53,105427.48,54.35688
2025-06-02 01:00:00,105427.48,105629.99,105427.48,105629.98,99.24287
2025-06-02 01:15:00,105629.99,105658.38,105443.5,105469.0,93.52455
2025-06-02 01:30:00,105469.0,105469.01,105349.63,105386.79,105.91462
2025-06-02 01:45:00,105386.8,105430.84,105376.99,105388.59,69.4524
2025-06-02 02:00:00,105388.58,105414.64,105203.35,105239.16,118.05669
2025-06-02 02:15:00,105239.17,105307.59,105135.26,105274.95,146.1573
2025-06-02 02:30:00,105274.95,105347.77,105174.81,105308.04,120.90655
2025-06-02 02:45:00,105308.04,105317.08,105019.05,105026.98,115.11247
2025-06-02 03:00:00,105026.97,105055.1,104780.48,104794.19,189.76407
2025-06-02 03:15:00,104794.18,104857.15,104571.42,104819.98,189.42056
2025-06-02 03:30:00,104819.98,104999.99,104811.87,104940.0,139.48957
2025-06-02 03:45:00,104940.01,104975.61,104829.26,104829.27,68.09544
2025-06-02 04:00:00,104829.27,104920.96,104734.09,104904.76,73.14112
2025-06-02 04:15:00,104904.77,104997.06,104895.98,104918.36,50.17259
2025-06-02 04:30:00,104918.36,104977.59,104889.37,104898.24,67.55217
2025-06-02 04:45:00,104898.24,104926.83,104700.03,104765.48,71.74209
2025-06-02 05:00:00,104765.48,104918.04,104684.99,104915.09,58.84828
2025-06-02 05:15:00,104915.09,104915.09,104731.7,104801.48,54.25145
2025-06-02 05:30:00,104801.47,104828.3,104679.24,104682.92,64.26746
2025-06-02 05:45:00,104682.92,104833.8,104610.13,104833.79,67.49278
2025-06-02 06:00:00,104833.79,104947.01,104796.6,104849.62,72.676
2025-06-02 06:15:00,104849.63,104975.61,104732.38,104947.52,101.44026
2025-06-02 06:30:00,104947.52,105172.0,104892.28,105151.39,172.92039
2025-06-02 06:45:00,105151.4,105266.87,105103.86,105162.38,123.54369
2025-06-02 07:00:00,105162.39,105345.82,105162.38,105290.51,79.98079
2025-06-02 07:15:00,105290.51,105405.39,105264.81,105273.18,103.787
2025-06-02 07:30:00,105273.18,105433.97,105189.32,105433.97,104.55093
2025-06-02 07:45:00,105433.96,105438.87,105300.97,105387.67,58.26084
2025-06-02 08:00:00,105387.67,105580.0,105356.57,105520.0,137.23686
2025-06-02 08:15:00,105519.99,105935.63,105445.32,105811.13,202.29353
2025-06-02 08:30:00,105811.14,105895.26,105468.41,105488.21,234.07177
2025-06-02 08:45:00,105488.2,105538.28,105241.18,105328.43,131.56177
2025-06-02 09:00:00,105328.43,105335.99,104775.0,104907.01,434.92341
2025-06-02 09:15:00,104907.02,104907.02,104714.28,104731.7,222.49523
2025-06-02 09:30:00,104731.7,104904.31,104606.0,104606.33,172.28402
2025-06-02 09:45:00,104606.33,104620.01,104483.64,104585.36,169.23364
2025-06-02 10:00:00,104585.37,104660.0,104414.59,104630.24,143.63975
2025-06-02 10:15:00,104630.23,104630.24,104304.82,104376.07,244.93974
2025-06-02 10:30:00,104376.08,104439.03,104254.71,104308.52,200.87371
2025-06-02 10:45:00,104308.52,104449.98,104292.68,104370.85,114.73144
2025-06-02 11:00:00,104370.85,104487.82,104200.01,104350.85,181.33798
2025-06-02 11:15:00,104350.85,104386.45,104222.45,104271.99,85.85865
2025-06-02 11:30:00,104271.99,104333.33,103980.0,104020.19,241.31103
2025-06-02 11:45:00,104020.19,104190.48,103941.0,104047.64,217.11724
2025-06-02 12:00:00,104047.63,104114.49,103897.9,103974.75,255.48507
2025-06-02 12:15:00,103974.75,104060.99,103862.5,104059.37,152.15542
2025-06-02 12:30:00,104059.37,104281.98,104030.21,104212.51,149.33332
2025-06-02 12:45:00,104212.5,104225.65,104097.58,104200.32,139.21846
2025-06-02 13:00:00,104200.32,104260.0,104030.21,104155.46,110.74911
2025-06-02 13:15:00,104155.46,104191.78,103857.14,104020.0,163.02833
2025-06-02 13:30:00,104020.0,104570.57,103963.01,104217.75,362.73293
2025-06-02 13:45:00,104217.76,104260.0,103700.0,103800.0,417.15118
2025-06-02 14:00:00,103799.99,104133.24,103659.88,104113.21,325.92222
2025-06-02 14:15:00,104113.21,104531.25,103957.0,104453.42,347.02939
2025-06-02 14:30:00,104453.42,104679.25,104351.59,104379.55,248.43157
2025-06-02 14:45:00,104379.56,104411.71,103971.69,104176.62,206.262
2025-06-02 15:00:00,104176.61,104273.22,103905.1,104220.9,155.57393
2025-06-02 15:15:00,104220.9,104565.32,104135.28,104330.49,187.21994
2025-06-02 15:30:00,104330.5,104428.57,104227.89,104396.22,123.73922
2025-06-02 15:45:00,104396.23,104523.81,104263.01,104438.79,113.51301
2025-06-02 16:00:00,104438.79,104450.01,104223.43,104240.43,123.6214
2025-06-02 16:15:00,104240.43,104333.34,104034.68,104094.99,145.637
2025-06-02 16:30:00,104094.99,104230.93,104030.01,104113.2,115.99966
2025-06-02 16:45:00,104113.2,104365.06,104044.32,104286.06,115.76578
2025-06-02 17:00:00,104286.06,104369.54,104095.23,104121.52,126.39463
2025-06-02 17:15:00,104121.52,104490.57,104095.84,104411.36,84.95364
2025-06-02 17:30:00,104411.37,104473.71,104160.37,104197.51,90.42818
2025-06-02 17:45:00,104197.5,104428.58,104160.37,104399.89,70.83736
2025-06-02 18:00:00,104399.89,104476.19,104338.93,104401.43,66.37192
2025-06-02 18:15:00,104401.42,104731.95,104357.52,104606.1,109.96292
2025-06-02 18:30:00,104606.1,104620.0,104301.88,104390.74,91.71852
2025-06-02 18:45:00,104390.74,104398.91,104200.0,104361.54,99.49665
2025-06-02 19:00:00,104361.54,104510.96,104246.57,104254.27,70.10167
2025-06-02 19:15:00,104254.27,104474.89,104248.37,104393.94,58.49593
2025-06-02 19:30:00,104393.94,104396.23,104053.4,104122.36,100.20685
2025-06-02 19:45:00,104122.37,104458.28,104050.96,104425.63,111.05705
2025-06-02 20:00:00,104425.64,104929.07,104425.64,104895.1,187.22532
2025-06-02 20:15:00,104895.11,104995.93,104748.59,104833.82,113.50197
2025-06-02 20:30:00,104833.83,104864.67,104714.28,104805.75,60.96105
2025-06-02 20:45:00,104805.74,104904.77,104671.81,104878.62,79.28822
2025-06-02 21:00:00,104878.61,105096.66,104874.4,104993.2,125.58355
2025-06-02 21:15:00,104993.19,104997.74,104752.04,104792.61,50.60174
2025-06-02 21:30:00,104792.61,104799.79,104575.37,104700.01,76.02435
2025-06-02 21:45:00,104700.01,104942.04,104700.01,104942.0,51.37047
2025-06-02 22:00:00,104941.99,105236.17,104941.99,105228.43,170.52705
2025-06-02 22:15:00,105228.43,105800.0,105193.98,105750.52,352.97865
2025-06-02 22:30:00,105750.52,105771.76,105472.01,105514.62,183.41378
2025-06-02 22:45:00,105514.61,105710.57,105506.89,105695.49,77.10075
2025-06-02 23:00:00,105695.5,105789.37,105575.47,105750.84,139.69538
2025-06-02 23:15:00,105750.83,105915.89,105683.19,105860.2,207.77416
2025-06-02 23:30:00,105860.2,105931.44,105725.6,105905.66,109.97193
2025-06-02 23:45:00,105905.67,105916.27,105821.07,105857.99,83.26276
2025-06-03 00:00:00,105858.0,106170.0,105747.14,106150.0,242.54669
2025-06-03 00:15:00,106150.01,106400.0,106068.28,106068.29,277.31858
2025-06-03 00:30:00,106068.28,106333.04,105988.69,106211.42,124.65826
2025-06-03 00:45:00,106211.43,106330.0,106177.21,106285.72,108.08688
2025-06-03 01:00:00,106285.72,106375.23,106123.58,106151.44,160.0833
2025-06-03 01:15:00,106151.43,106349.27,106110.53,106303.43,94.50965
2025-06-03 01:30:00,106303.43,106326.05,106211.35,106220.01,92.68259
2025-06-03 01:45:00,106220.0,106488.0,106192.59,106481.75,137.82926
2025-06-03 02:00:00,106481.76,106500.0,106232.6,106232.6,139.01346
2025-06-03 02:15:00,106232.61,106242.99,106041.11,106052.29,130.20112
2025-06-03 02:30:00,106052.28,106137.57,106008.54,106047.62,152.39184
2025-06-03 02:45:00,106047.62,106047.62,105577.36,105612.46,270.02844
2025-06-03 03:00:00,105612.47,105712.72,105340.18,105411.62,152.53951
2025-06-03 03:15:00,105411.63,105677.96,105411.63,105474.42,132.10073
2025-06-03 03:30:00,105474.43,105570.8,105371.14,105546.5,91.75719
2025-06-03 03:45:00,105546.49,105588.05,105470.11,105482.02,64.93994
2025-06-03 04:00:00,105482.03,105513.02,105304.45,105343.27,108.29781
2025-06-03 04:15:00,105343.26,105379.51,105303.0,105303.01,121.55203
2025-06-03 04:30:00,105303.01,105331.8,105187.8,105243.25,120.80147
2025-06-03 04:45:00,105243.25,105254.64,105116.2,105166.92,83.19412
2025-06-03 05:00:00,105166.93,105396.67,105166.92,105357.78,98.70538
2025-06-03 05:15:00,105357.77,105379.86,105266.4,105274.1,126.20244
2025-06-03 05:30:00,105274.11,105436.36,105239.15,105323.91,117.29871
2025-06-03 05:45:00,105323.91,105472.1,105263.82,105452.08,123.21776
2025-06-03 06:00:00,105452.09,105463.19,105367.43,105367.44,88.6254
2025-06-03 06:15:00,105367.43,105390.76,105247.84,105247.84,85.38006
2025-06-03 06:30:00,105247.85,105285.72,105218.0,105248.74,122.77435
2025-06-03 06:45:00,105248.73,105441.16,105248.73,105429.67,200.26228
2025-06-03 07:00:00,105429.67,105438.02,105381.71,105382.15,107.02106
2025-06-03 07:15:00,105382.15,105403.7,105211.8,105212.1,108.22346
2025-06-03 07:30:00,105212.09,105282.63,105212.09,105233.16,82.50715
2025-06-03 07:45:00,105233.16,105266.08,105161.84,105170.75,114.38642
2025-06-03 08:00:00,105170.76,105245.29,105008.88,105037.12,146.0618
2025-06-03 08:15:00,105037.11,105037.11,104921.29,104928.16,202.34295
2025-06-03 08:30:00,104928.17,104973.69,104872.5,104943.5,101.00915
2025-06-03 08:45:00,104943.5,105095.24,104915.16,105094.93,130.34286
2025-06-03 09:00:00,105094.93,105162.55,105094.93,105151.09,95.87376
2025-06-03 09:15:00,105151.09,105159.21,105067.74,105077.51,53.10368
2025-06-03 09:30:00,105077.5,105284.74,105074.09,105267.36,132.57999
2025-06-03 09:45:00,105267.36,105267.36,105198.11,105198.11,71.92387
2025-06-03 10:00:00,105198.12,105290.42,105146.99,105290.42,116.20498
2025-06-03 10:15:00,105290.43,105300.61,105240.95,105278.0,54.64361
2025-06-03 10:30:00,105278.0,105343.01,105277.99,105303.27,122.37757
2025-06-03 10:45:00,105303.26,105317.73,105229.56,105280.99,82.94732
2025-06-03 11:00:00,105281.0,105349.94,105281.0,105326.0,56.33712
2025-06-03 11:15:00,105326.01,105326.01,105203.31,105228.98,48.46543
2025-06-03 11:30:00,105228.98,105233.17,105173.87,105212.08,66.00094
2025-06-03 11:45:00,105212.08,105311.76,105203.18,105287.24,101.19743
2025-06-03 12:00:00,105287.24,105360.0,105224.25,105360.0,94.40483
2025-06-03 12:15:00,105360.0,105425.38,105297.68,105363.96,150.40693
2025-06-03 12:30:00,105363.97,105376.34,105256.0,105273.21,99.55998
2025-06-03 12:45:00,105273.2,105332.0,105273.2,105307.94,60.59905
2025-06-03 13:00:00,105307.94,105418.85,105307.94,105386.77,104.24048
2025-06-03 13:15:00,105386.76,105464.85,105384.7,105433.22,89.68017
2025-06-03 13:30:00,105433.21,105666.67,105031.6,105579.94,311.0501
2025-06-03 13:45:00,105579.95,105614.56,105246.16,105421.55,232.73228
2025-06-03 14:00:00,105421.54,105555.51,105150.94,105201.73,257.45732
2025-06-03 14:15:00,105201.73,105789.96,105201.72,105789.96,244.05391
2025-06-03 14:30:00,105789.95,106336.01,105782.5,106336.01,587.57923
2025-06-03 14:45:00,106336.01,106692.43,106141.83,106550.01,592.22053
2025-06-03 15:00:00,106550.01,106692.43,106333.33,106439.71,423.75441
2025-06-03 15:15:00,106439.71,106794.67,106430.01,106708.93,261.50255
2025-06-03 15:30:00,106708.94,106746.27,106563.29,106678.45,201.93094
2025-06-03 15:45:00,106678.45,106691.6,106360.0,106610.66,232.99925
2025-06-03 16:00:00,106610.66,106666.67,106359.87,106448.5,187.9826
2025-06-03 16:15:00,106448.51,106555.2,106228.61,106249.37,177.20721
2025-06-03 16:30:00,106249.37,106430.65,106156.43,106169.52,125.78916
2025-06-03 16:45:00,106169.51,106206.69,105800.0,105817.63,308.00054
2025-06-03 17:00:00,105817.63,106027.58,105758.25,105933.97,136.38846
2025-06-03 17:15:00,105933.96,106142.86,105910.26,106033.53,95.91547
2025-06-03 17:30:00,106033.54,106046.68,105839.62,105860.39,97.87743
2025-06-03 17:45:00,105860.38,105948.48,105824.29,105943.98,61.94699
2025-06-03 18:00:00,105943.99,105943.99,105600.0,105663.24,145.7024
2025-06-03 18:15:00,105663.24,105808.71,105592.17,105742.63,87.78988
2025-06-03 18:30:00,105742.63,106047.62,105689.51,106016.27,123.11128
2025-06-03 18:45:00,106016.27,106016.27,105896.36,106013.15,55.84624
2025-06-03 19:00:00,106013.15,106137.88,106013.15,106088.46,118.24757
2025-06-03 19:15:00,106088.46,106400.0,106088.45,106351.96,83.50052
2025-06-03 19:30:00,106351.96,106428.58,106254.42,106300.17,108.11816
2025-06-03 19:45:00,106300.17,106354.94,106099.18,106238.81,94.01111
2025-06-03 20:00:00,106238.81,106254.92,105960.0,106000.0,105.20342
2025-06-03 20:15:00,106000.01,106000.01,105631.45,105631.45,117.50959
2025-06-03 20:30:00,105631.46,105898.96,105353.5,105812.35,225.61714
2025-06-03 20:45:00,105812.35,105900.17,105701.02,105738.69,64.45892
2025-06-03 21:00:00,105738.7,105847.71,105621.45,105621.46,83.62496
2025-06-03 21:15:00,105621.46,105634.4,105377.05,105634.4,86.72564
2025-06-03 21:30:00,105634.4,105708.46,105500.0,105512.0,52.98875
2025-06-03 21:45:00,105511.99,105618.12,105274.95,105367.93,143.09347
2025-06-03 22:00:00,105367.92,105714.29,105308.0,105708.14,86.59625
2025-06-03 22:15:00,105708.14,105835.74,105686.52,105817.0,59.96075
2025-06-03 22:30:00,105817.01,105902.93,105767.71,105888.41,86.50287
2025-06-03 22:45:00,105888.42,105899.88,105731.76,105743.74,66.01231
2025-06-03 23:00:00,105743.74,105743.74,105630.7,105686.88,84.25265
2025-06-03 23:15:00,105686.88,105686.88,105476.94,105481.48,62.38074
2025-06-03 23:30:00,105481.48,105532.72,105300.01,105308.0,135.97546
2025-06-03 23:45:00,105308.0,105432.97,105266.02,105376.89,86.46664
2025-06-04 00:00:00,105376.9,105524.96,105333.33,105379.63,87.57589
2025-06-04 00:15:00,105379.63,105509.45,105288.0,105288.01,123.98717
2025-06-04 00:30:00,105288.01,105319.25,105132.27,105238.09,162.74726
2025-06-04 00:45:00,105238.1,105476.2,105229.16,105476.2,119.68724
2025-06-04 01:00:00,105476.2,105666.67,105466.2,105632.16,90.24788
2025-06-04 01:15:00,105632.17,105740.0,105523.8,105686.64,126.04777
2025-06-04 01:30:00,105686.63,105686.64,105509.43,105597.16,114.17927
2025-06-04 01:45:00,105597.16,105650.06,105422.59,105592.9,112.46184
2025-06-04 02:00:00,105592.9,105839.63,105592.9,105772.12,79.02856
2025-06-04 02:15:00,105772.12,105817.93,105609.71,105646.13,74.16793
2025-06-04 02:30:00,105646.13,105674.14,105456.14,105501.83,53.06355
2025-06-04 02:45:00,105501.82,105546.28,105415.09,105476.22,44.68223
2025-06-04 03:00:00,105476.22,105698.12,105444.32,105626.92,88.59867
2025-06-04 03:15:00,105626.93,105745.29,105620.34,105620.35,84.75407
2025-06-04 03:30:00,105620.34,105709.64,105581.35,105604.85,61.44817
2025-06-04 03:45:00,105604.85,105615.98,105517.1,105519.27,45.88432
2025-06-04 04:00:00,105519.26,105579.99,105501.34,105533.13,65.35599
2025-06-04 04:15:00,105533.13,105611.96,105482.47,105571.71,79.06793
2025-06-04 04:30:00,105571.72,105582.27,105415.09,105451.59,78.52895
2025-06-04 04:45:00,105451.6,105455.58,105404.25,105407.05,41.26087
2025-06-04 05:00:00,105407.06,105498.93,105364.41,105497.39,213.91359
2025-06-04 05:15:00,105497.39,105549.03,105361.0,105361.0,384.68069
2025-06-04 05:30:00,105361.01,105388.44,105340.66,105359.77,392.50933
2025-06-04 05:45:00,105359.77,105452.28,105354.14,105354.14,126.49014
2025-06-04 06:00:00,105354.14,105434.43,105271.94,105311.73,91.61762
2025-06-04 06:15:00,105311.73,105330.45,105250.0,105301.85,103.29479
2025-06-04 06:30:00,105301.86,105436.64,105259.11,105388.0,322.05941
2025-06-04 06:45:00,105388.01,105427.39,105293.71,105301.02,96.62708
2025-06-04 07:00:00,105301.03,105367.93,105301.02,105313.65,80.38929
2025-06-04 07:15:00,105313.65,105360.67,105264.23,105294.45,57.61731
2025-06-04 07:30:00,105294.44,105348.64,105285.71,105311.54,48.48778
2025-06-04 07:45:00,105311.55,105469.0,105311.54,105320.75,61.41948
2025-06-04 08:00:00,105320.75,105410.76,105320.75,105380.79,100.06903
2025-06-04 08:15:00,105380.79,105585.45,105346.52,105525.81,125.75909
2025-06-04 08:30:00,105525.81,105525.81,105441.85,105443.92,65.43849
2025-06-04 08:45:00,105443.93,105493.56,105435.92,105435.93,60.0693
2025-06-04 09:00:00,105435.93,105495.83,105353.08,105384.13,100.4241
2025-06-04 09:15:00,105384.14,105427.07,105329.54,105424.14,51.70152
2025-06-04 09:30:00,105424.14,105684.42,105362.41,105680.53,434.0043
2025-06-04 09:45:00,105680.54,105919.26,105680.54,105825.31,399.87183
